踢	tī	to kick	V	B1L03-I	
足球	zúqiú	soccer	N	B1L03-I	
覺得	juéde	to feel, to think	Vst	B1L03-I	
好玩	hǎowán	Interesting, fun	Vs	B1L03-I	
明天	míngtiān	tomorrow	N	B1L03-I	
早上	zǎoshàng	morning	N	B1L03-I	
去	qù	to go	V	B1L03-I	
怎麼樣	zěnmeyàng	How about it? How does that sound? What do you think?	Vs	B1L03-I	
啊	a	sentence-final particle	Ptc	B1L03-I	
做什麼	zuò shénme	do what		B1L03-I	
好啊	hǎo a	OK		B1L03-I	
白如玉	Bái Rúyù	a woman from the US		B1L03-II	People
今天	jīntiān	today	N	B1L03-II	
晚上	wǎnshàng	evening, night	N	B1L03-II	
看	kàn	to see, to watch	V	B1L03-II	
電影	diànyǐng	movie	N	B1L03-II	
妳	nǐ	you (female)	N	B1L03-II	
想	xiǎng	to want, to think	Vaux	B1L03-II	
還是	háishì	or (used in a question)	Conj	B1L03-II	
吧	ba	sentence-final particle for suggestion	Ptc	B1L03-II	
可以	kěyǐ	could (possibility)	Vaux	B1L03-II	
學	xué	to learn, to study	V	B1L03-II	
中文	Zhōngwén	Chinese language	N	B1L03-II	
一起	yìqǐ	together	Adv	B1L03-II	
吃	chī	to eat	V	B1L03-II	
晚飯	wǎnfàn	dinner	N	B1L03-II	
菜	cài	cuisine	N	B1L03-II	
越南	Yuènán	Vietnam		B1L03-II	Place
好不好	hǎo bù hǎo	How about...? How does that sound?		B1L03-II	
一共	yígòng	altogether	Adv	B1L04-I	
多少	duōshǎo	how much, how many	N	B1L04-I	
錢	qián	money	N	B1L04-I	
老闆	lǎobǎn	store-owner, boss	N	B1L04-I	
買	mǎi	to buy	V	B1L04-I	
杯	bēi	cup	M	B1L04-I	
熱	rè	hot	Vs	B1L04-I	
包子	bāozi	steamed buns with meat stuffing filling	N	B1L04-I	
要	yào	to want, to need	V	B1L04-I	
大	dà	large	Vs	B1L04-I	
中	zhōng	medium	Vs-attr	B1L04-I	
小	xiǎo	small	Vs	B1L04-I	
幫	bāng	for	Prep	B1L04-I	
微波	wéibō	to microwave	V	B1L04-I	
百	bǎi	hundred	N	B1L04-I	
塊	kuài	measure word for Chinese money	M	B1L04-I	
好的	hǎode	OK		B1L04-I	
外帶	wàidài	take out, to go		B1L04-I	
內用	nèiyòng	for here		B1L04-I	
支	zhī	measure word for cell phones	M	B1L04-II	
新	xīn	new	Vs	B1L04-II	
手機	shǒujī	cell phone	N	B1L04-II	
太	tài	too	Adv	B1L04-II	
舊	jiù	old	Vs	B1L04-II	
了	le	"sentence-final particle indicating the speaker's sense of certainty"	Ptc	B1L04-II	
種	zhǒng	kind, type	M	B1L04-II	
能	néng	can, be able to	Vaux	B1L04-II	
上網	shàngwǎng	to access the internet, to use the internet	V-sep	B1L04-II	
那	nà / nèi	that	Det	B1L04-II	
貴	guì	expensive	Vs	B1L04-II	
賣	mài	to sell	V	B1L04-II	
便宜	piányí	cheap, inexpensive	Vs	B1L04-II	
要	yào	to take, to require	Vst	B1L04-II	
萬	wàn	ten thousand	N	B1L04-II	
千	qiān	thousand		B1L04-II	
為什麼	wèishénme	why		B1L04-II	
牛肉	niúròu	beef	N	B1L05-I	
麵	miàn	noodles	N	B1L05-I	
真	zhēn	really	Adv	B1L05-I	
好吃	hǎochī	delicious	Vs	B1L05-I	
說	shuō	say	V	B1L05-I	
少	shǎo	few in number	Vs-pred	B1L05-I	
有名	yǒumíng	well known, famous	Vs	B1L05-I	
小吃	xiǎochī	light repast, snack	N	B1L05-I	
最	zuì	most	Adv	B1L05-I	
湯	tāng	soup, broth	N	B1L05-I	
這麼	zhème	so	Adv	B1L05-I	
知道	zhīdào	to know	Vst	B1L05-I	
家	jiā	measure word for restaurants, shops, etc	M	B1L05-I	
店	diàn	shop, store	N	B1L05-I	
一定	yídìng	really must, definitely	Adv	B1L05-I	
點	diǎn	to order (meals)	V	B1L05-I	
碗	wǎn	a bowl of	M	B1L05-I	
是啊	shì a	"That's right"		B1L05-I	
小籠包	xiǎolóngbāo	xiaolongbao, e.g., small meat and cabbage-filled steamed buns		B1L05-I	
臭豆腐	chòu dòufǔ	stinky tofu (fermented tofu)		B1L05-I	
太好了	tài hǎo le	Excellent. Great		B1L05-I	
昨天	zuótiān	yesterday	N	B1L05-II	
餐廳	cāntīng	restaurant	N	B1L05-II	
可是	kěshì	but, however	Conj	B1L05-II	
辣	là	hot (spicy)	Vs	B1L05-II	
怕	pà	(here) to not like, to fear	Vst	B1L05-II	
所以	suǒyǐ	therefore, so	Conj	B1L05-II	
自己	zìjǐ	self	N	B1L05-II	
做飯	zuòfàn	to cook	V-sep	B1L05-II	
得	de	complement marker	Ptc	B1L05-II	
會	huì	to be able to, can	Vaux	B1L05-II	
甜點	tiándiǎn	dessert	N	B1L05-II	
不錯	búcuò	not bad	Vs	B1L05-II	
可以	kěyǐ	could (possibility)	Vaux	B1L05-II	
教	jiāo	to teach	V	B1L05-II	
到	dào	to	Prep	B1L05-II	
有一點	yǒu yì diǎn	a little		B1L05-II	
不好	bù hǎo	not well		B1L05-II	
他們	tāmen	they (used for people only)	N	B1L06-I	
學校	xuéxiào	school	N	B1L06-I	
在	zài	to be located at	Vst	B1L06-I	
山上	shānshàng	on a mountain, in the mountains	N	B1L06-I	
哪裡	nǎlǐ	where	N	B1L06-I	
遠	yuǎn	far	Vs	B1L06-I	
那裡	nàlǐ	that place, there	N	B1L06-I	
風景	fēngjǐng	scenery, landscape	N	B1L06-I	
美	měi	beautiful	Vs	B1L06-I	
前面	qiánmiàn	front	N	B1L06-I	
海	hǎi	ocean	N	B1L06-I	
後面	hòumiàn	back	N	B1L06-I	
山	shān	mountain	N	B1L06-I	
真的	zhēnde	really, truly	Adv	B1L06-I	
地方	dìfāng	place	N	B1L06-I	
現在	xiànzài	now	N	B1L06-I	
附近	fùjìn	vicinity, near	N	B1L06-I	
樓下	lóuxià	downstairs	N	B1L06-I	
找	zhǎo	to meet, to see	V	B1L06-I	
朋友	péngyǒu	friend	N	B1L06-I	
上課	shàngkè	to go to class	V-sep	B1L06-I	
花蓮	Huālián	name of a city on the eastern coast of Taiwan		B1L06-I	Place
聽說	tīngshuō	hear that		B1L06-I	
近	jìn	near	Vs	B1L06-II	
方便	fāngbiàn	convenient	Vs	B1L06-II	
這裡	zhèlǐ	here, this place	N	B1L06-II	
學生	xuéshēng	student	N	B1L06-II	
在	zài	at	Prep	B1L06-II	
東西	dōngxi	things, stuff	N	B1L06-II	
外面	wàimiàn	outside	N	B1L06-II	
裡面	lǐmiàn	inside	N	B1L06-II	
商店	shāngdiàn	store, shop	N	B1L06-II	
吃飯	chīfàn	to have a meal	V-sep	B1L06-II	
宿舍	sùshè	dormitory	N	B1L06-II	
樓	lóu	a storey, a floor	N	B1L06-II	
棟	dòng	measure word for buildings	M	B1L06-II	
大樓	dàlóu	a multi-storey building	N	B1L06-II	
圖書館	túshūguǎn	library	N	B1L06-II	
旁邊	pángbiān	(by the) side, next to	N	B1L06-II	
教室	jiàoshì	classroom	N	B1L06-II	
游泳池	yóuyǒngchí	swimming pool	N	B1L06-II	
點	diǎn	"o'clock"	M	B1L07-I	
KTV		Karaoke		B1L07-I	Place
唱歌	chànggē	to sing	V-sep	B1L07-I	
分	fēn	minute	M	B1L07-I	
見面	jiànmiàn	meet	V-sep	B1L07-I	
從	cóng	from	Prep	B1L07-I	
中午	zhōngwǔ	noon	N	B1L07-I	
得	děi	to have to, must	Vaux	B1L07-I	
銀行	yínháng	bank	N	B1L07-I	
時候	shíhòu	when	N	B1L07-I	
後天	hòutiān	the day after tomorrow	N	B1L07-I	
大安	"Dà'ān"	Da-an (name of a KTV named after a district in Taipei, where Shida is also located.)		B1L07-I	
下次	xiàcì	next time		B1L07-I	
沒問題	méi wèntí	No problem		B1L07-I	
對了	duìle	by the way		B1L07-I	
有空	yǒu kòng	to have free time		B1L07-I	
再見	zàijiàn	goodbye		B1L07-I	
在	zài	progressive aspect verb; in the process of doing something	Vs	B1L07-II	
午餐	wǔcān	lunch	N	B1L07-II	
剛	gāng	just now	Adv	B1L07-II	
下課	xiàkè	to finish class	V-sep	B1L07-II	
下午	xiàwǔ	afternoon	N	B1L07-II	
半	bàn	half	N	B1L07-II	
比賽	bǐsài	game, competition	N	B1L07-II	
結束	jiéshù	to finish	Vp	B1L07-II	
最近	zuìjìn	recently, lately	N	B1L07-II	
忙	máng	busy	Vs	B1L07-II	
每	měi	every, each	Det	B1L07-II	
天	tiān	Measure word for day	M	B1L07-II	
書法	shūfǎ	calligraphy	N	B1L07-II	
課	kè	class	N	B1L07-II	
開始	kāishǐ	to begin, to start	Vp	B1L07-II	
字	zì	character	N	B1L07-II	
寫	xiě	to write	V	B1L07-II	
可以	kěyǐ	may (permission)	Vaux	B1L07-II	
問	wèn	to ask	V	B1L07-II	
等一下	děng yíxià	later		B1L07-II	
有事	yǒu shì	to be busy; to be engaged		B1L07-II	
有意思	yǒu yìsi	to be interesting, to be fun		B1L07-II	
坐	zuò	to take, to travel by	V	B1L08-I	
火車	huǒchē	train	N	B1L08-I	
跟	gēn	with	Prep	B1L08-I	
玩	wán	to have fun	V	B1L08-I	
怎麼	zěnme	how	Adv	B1L08-I	
慢	màn	slow	Vs	B1L08-I	
鐘頭	zhōngtóu	hour	N	B1L08-I	
比較	bǐjiào	(comparatively) more	Adv	B1L08-I	
快	kuài	fast	Vs	B1L08-I	
車票	chē piào	(train, bus) ticket	N	B1L08-I	
非常	fēicháng	very	Adv	B1L08-I	
但是	dànshì	but, however	Conj	B1L08-I	
又	yòu	both… and...	Adv	B1L08-I	
舒服	shūfú	comfortable	Vs	B1L08-I	
站	zhàn	station	N	B1L08-I	
或是	huòshì	or	Conj	B1L08-I	
臺南	Táinán	a city in southwestern Taiwan		B1L08-I	Place
高鐵	gāotiě	High Speed Rail (HSR)		B1L08-I	
網路上	wǎnglù shàng	on the Internet		B1L08-I	
便利商店	biànlì shāngdiàn	convenience store		B1L08-I	
同學	tóngxué	classmate	N	B1L08-II	
參觀	cānguān	to visit (an institution)	V	B1L08-II	
古代	gǔdài	ancient times	N	B1L08-II	
騎	qí	to ride	V	B1L08-II	
機車	jīchē	motorcycle, scooter	N	B1L08-II	
載	zài	to give someone a ride (on / in a vehicle, e.g. motorcycle, bicycle or car)	V	B1L08-II	
捷運	jiéyùn	Mass Rapid Transit (MRT)	N	B1L08-II	
比	bǐ	(more...) than	Prep	B1L08-II	
故宮博物院（故宮）	Gùgōng Bówùyuàn	National Palace Museum		B1L08-II	
中國	Zhōngguó	China		B1L08-II	Place
公共汽車	gōnggòng qìchē	bus		B1L08-II	
不行	bù xíng	will not do		B1L08-II	
計程車	jìchéngchē	taxi		B1L08-II	
差不多	chābùduō	about the same		B1L08-II	
星期 + number	xīngqí	week (day of the week)		B1L09-I	
回國	huíguó	"to return to one's country"	V-sep	B1L09-I	
打算	dǎsuàn	to plan to	Vaux	B1L09-I	
電視	diànshì	TV	N	B1L09-I	
影片	yǐngpiàn	film	N	B1L09-I	
旅行	lǚxíng	to travel	Vi	B1L09-I	
功課	gōngkè	homework	N	B1L09-I	
出去	chūqù	to go out	Vi	B1L09-I	
大概	dàgài	approximately, about, probably	Adv	B1L09-I	
放假	fàngjià	to have a holiday		B1L09-I	
下個星期	xiàge xīngqí	next week		B1L09-I	
有時候	yǒushíhòu	sometimes		B1L09-I	
多久	duō jiǔ	how long		B1L09-I	
臺東	Táidōng	name of one of the major cities on the southeastern coast of Taiwan		B1L09-I	Place
女 + noun	nǚ	girl-, female-		B1L09-II	
number + 月	yuè	month of a year		B1L09-II	
number + 號	hào	date, day of a month		B1L09-II	
帶	dài	to take	V	B1L09-II	
她	tā	she, her	N	B1L09-II	
還	hái	still, additionally	Adv	B1L09-II	
建議	jiànyì	suggestion	N	B1L09-II	
夜市	yèshì	night market	N	B1L09-II	
應該	yīnggāi	should	Vaux	B1L09-II	
逛	guàng	to wander around, to look around	V	B1L09-II	
特別	tèbié	special	Vs	B1L09-II	
茶館	cháguǎn	tea house	N	B1L09-II	
決定	juédìng	to decide	Vp	B1L09-II	
要是	yàoshì	if	Conj	B1L09-II	
就	jiù	then	Adv	B1L09-II	
貓空	Māokōng	name of a must-see place in Taipei to visit for fine tea and scenery		B1L09-II	Place
水果	shuǐguǒ	fruit	N	B1L10-I	
黃色	huángsè	yellow	N	B1L10-I	
芒果	mángguǒ	mango	N	B1L10-I	
給	gěi	to give	V	B1L10-I	
塊	kuài	measure word for pieces of food (e.g., meat, cake)	M	B1L10-I	
香	xiāng	fragrant	Vs	B1L10-I	
甜	tián	sweet (taste)	Vs	B1L10-I	
紅色	hóngsè	red	N	B1L10-I	
西瓜	xīguā	watermelon	N	B1L10-I	
吧	ba	sentence-final particle for guessing	Ptc	B1L10-I	
對	duì	correct, right	Vs	B1L10-I	
以前	yǐqián	before	N	B1L10-I	
機會	jīhuì	opportunity	N	B1L10-I	
請	qǐng	to treat sb to sth	V	B1L10-I	
吃吃看	chīchīkàn	to have a taste, try it, taste it		B1L10-I	
拍	pāi	to take (pictures)	V	B1L10-II	
笑	xiào	to laugh, to smile	V	B1L10-II	
開心	kāixīn	happy	Vs	B1L10-II	
穿	chuān	to wear, to put on	V	B1L10-II	
衣服	yīfú	clothes	N	B1L10-II	
旅館	lǚguǎn	hotel	N	B1L10-II	
太太	tàitai	wife	N	B1L10-II	
矮	ǎi	short (height)	Vs	B1L10-II	
高	gāo	tall	Vs	B1L10-II	
弟弟	dìdi	younger brother	N	B1L10-II	
乾淨	gānjìng	clean	Vs	B1L10-II	
窗戶	chuānghù	window	N	B1L10-II	
往	wǎng	toward, to	Prep	B1L10-II	
藍色	lánsè	blue	N	B1L10-II	
因為	yīnwèi	because	Conj	B1L10-II	
住	zhù	to stay	V	B1L10-II	
上個月	shàng ge yuè	last month		B1L10-II	
這些	zhèxiē	these		B1L10-II	
租	zū	to rent	V	B1L11-I	
房東	fángdōng	landlord	N	B1L11-I	
客廳	kètīng	living room	N	B1L11-I	
廚房	chúfáng	kitchen	N	B1L11-I	
左邊	zuǒbiān	left (side)	N	B1L11-I	
右邊	yòubiān	right (side)	N	B1L11-I	
浴室	yùshì	bathroom	N	B1L11-I	
超市	chāoshì	supermarket	N	B1L11-I	
走路	zǒulù	to walk	V-sep	B1L11-I	
分鐘	fēnzhōng	measure word for minutes	M	B1L11-I	
就	jiù	only, merely	Adv	B1L11-I	
到	dào	arrive	Vp	B1L11-I	
間	jiān	measure word for houses, rooms, etc	M	B1L11-I	
空	kōng	vacant, empty	Vs	B1L11-I	
房間	fángjiān	room	N	B1L11-I	
套房	tàofáng	suite	N	B1L11-I	
回去	huíqù	to go back, to return	Vi	B1L11-I	
想	xiǎng	to think	V	B1L11-I	
再	zài	and then	Adv	B1L11-I	
電話	diànhuà	telephone	N	B1L11-I	
給	gěi	to	Prep	B1L11-I	
林	Lín	Chinese last name, common in Taiwan		B1L11-I	People
打電話	dǎ diànhuà	to make a phone call		B1L11-I	
喂	wéi	a particle used in addressing people, especially over the phone	Ptc	B1L11-II	
房租	fángzū	rent (for a room or a house)	N	B1L11-II	
已經	yǐjīng	already	Adv	B1L11-II	
習慣	xíguàn	to get settled down, to get used to	Vs	B1L11-II	
問題	wèntí	problem, question	N	B1L11-II	
熱水器	rèshuǐqì	water heater	N	B1L11-II	
好像	hǎoxiàng	to seem to be, to appear to be (often used to take the edge off of a comment)	Adv	B1L11-II	
會	huì	will	Vaux	B1L11-II	
等	děng	to wait for	V	B1L11-II	
那	nà	then, in that case	Ptc	B1L11-II	
裝	zhuāng	to install	V	B1L11-II	
不過	búguò	however, but	Conj	B1L11-II	
付	fù	to pay	V	B1L11-II	
收到	shōudào	to receive		B1L11-II	
不好意思	bùhǎo yìsi	sorry		B1L11-II	
沒關係	méi guānxi	Not a problem		B1L11-II	
有線電視	yǒuxiàn diànshì	cable TV		B1L11-II	
計畫	jìhuà	to plan to	V	B1L12-I	
年	nián	measure word for year	M	B1L12-I	
久	jiǔ	long (time)	Vs	B1L12-I	
時間	shíjiān	time	N	B1L12-I	
先	xiān	first	Adv	B1L12-I	
念	niàn	to study	V	B1L12-I	
大學	dàxué	university	N	B1L12-I	
需要	xūyào	to need	Vst	B1L12-I	
花	huā	to spend (time or money)	V	B1L12-I	
獎學金	jiǎngxuéjīn	scholarship	N	B1L12-I	
成績	chéngjī	grades	N	B1L12-I	
學費	xuéfèi	tuition	N	B1L12-I	
公司	gōngsī	company	N	B1L12-I	
替	tì	for, on behalf of	Prep	B1L12-I	
希望	xīwàng	to hope	Vst	B1L12-I	
以後	yǐhòu	in the future	N	B1L12-I	
到	dào	to go/ come to	V	B1L12-I	
上班	shàngbān	to go to work	V-sep	B1L12-I	
念書	niànshū	to study	V-sep	B1L12-I	
累	lèi	tired	Vs	B1L12-I	
語言中心	yǔyán zhōngxīn	language center		B1L12-I	
加油	jiāyóu	keep up the good work		B1L12-I	
工作	gōngzuò	to work	Vi	B1L12-II	
去年	qùnián	last year	N	B1L12-II	
做	zuò	to do, to engage in	V	B1L12-II	
生意	shēngyì	business	N	B1L12-II	
以後	yǐhòu	afterwards	N	B1L12-II	
好	hǎo	easy to	Vs	B1L12-II	
找	zhǎo	to look for	V	B1L12-II	
工作	gōngzuò	job, work	N	B1L12-II	
這樣	zhè yàng	this kind (of)	N	B1L12-II	
國家	guójiā	country	N	B1L12-II	
試	shì	to try	Vi	B1L12-II	
難	nán	hard to, difficult to	Vs	B1L12-II	
那麼	nàme	then	Ptc	B1L12-II	
再	zài	again	Adv	B1L12-II	
試試看	shìshìkàn	to give it a try, try and see what happens		B1L12-II	
生日	shēngrì	birthday	N	B1L13-I	
快樂	kuàilè	happy	Vs	B1L13-I	
回來	huílái	to come back	Vi	B1L13-I	
啊	a	a particle indicating a realization	Ptc	B1L13-I	
怎麼	zěnme	How come?	Adv	B1L13-I	
忘（了）	wàngle	to forget	Vpt	B1L13-I	
記得	jìde	to remember	Vst	B1L13-I	
當然	dāngrán	certainly, of course	Adv	B1L13-I	
語言	yǔyán	language	N	B1L13-I	
交換	jiāohuàn	to exchange	V	B1L13-I	
那麼	nàme	so (very)	Adv	B1L13-I	
熱心	rèxīn	with enthusiasm	Vs	B1L13-I	
西班牙文	Xībānyá wén	the Spanish language	N	B1L13-I	
一樣	yíyàng	the same, alike	Vs	B1L13-I	
過	guò	to celebrate	V	B1L13-I	
左右	zuǒyòu	approximately	N	B1L13-I	
門口	ménkǒu	gate, entrance	N	B1L13-I	
西班牙	Xībānyá	Spain		B1L13-I	Place
生日快樂	shēngrì kuàilè	Happy Birthday		B1L13-I	
我就是	wǒ jiù shì	(said of self on the phone) This is s/he speaking		B1L13-I	
好久不見	hǎojiǔ bújiàn	long time no see		B1L13-I	
不必客氣	búbì kèqì	"No need to stand on formalities, i.e., It's my pleasure"		B1L13-I	
太客氣	tài kèqì	"That's very kind of you"		B1L13-I	
禮物	lǐwù	gift, present	N	B1L13-II	
今年	jīnnián	this year	N	B1L13-II	
訂	dìng	to order (something in advance)	V	B1L13-II	
了	le	verbal particle indicating a completed action	Ptc	B1L13-II	
豬腳	zhūjiǎo	pork knuckles	N	B1L13-II	
麵線	miànxiàn	extra fine noodles	N	B1L13-II	
蛋	dàn	egg	N	B1L13-II	
一點	yìdiǎn	a little, some	Vs	B1L13-II	
傳統	chuántǒng	tradition, customs	N	B1L13-II	
年輕	niánqīng	young	Vs	B1L13-II	
蛋糕	dàngāo	cake	N	B1L13-II	
對	duì	to	Prep	B1L13-II	
祝	zhù	to wish (somebody happiness, good luck, etc.)	V	B1L13-II	
哪裡,哪裡	nǎlǐ nǎlǐ	"It's my pleasure. Don't mention it."		B1L13-II	
大部分	dà bùfèn	most (of), mostly		B1L13-II	
萬事如意	wànshì rúyì	May everything go your way		B1L13-II	
心想事成	xīnxiǎng shìchéng	May all your wishes come true		B1L13-II	
天氣	tiānqì	weather	N	B1L14-I	
冷	lěng	cold	Vs	B1L14-I	
風	fēng	wind	N	B1L14-I	
滑雪	huáxuě	to ski	V-sep	B1L14-I	
春天	chūntiān	spring (season)	N	B1L14-I	
想	xiǎng	to miss (someone)	Vst	B1L14-I	
新年	xīnnián	New Year	N	B1L14-I	
快	kuài	soon	Adv	B1L14-I	
父母	fùmǔ	parents	N	B1L14-I	
冬天	dōngtiān	winter (season)	N	B1L14-I	
明年	míngnián	next year	N	B1L14-I	
秋天	qiūtiān	autumn (season)	N	B1L14-I	
紅葉	hóngyè	red maple leaves	N	B1L14-I	
只	zhǐ	only, merely	Adv	B1L14-I	
玉山	Yùshān	Yu Shan (Mount Jade), tallest mountain in central Taiwan		B1L14-I	Place
紐約	Niǔyuē	New York		B1L14-I	Place
下雪	xiàxuě	to snow		B1L14-I	
十二月底	"shí'èryuè dǐ"	the end of December		B1L14-I	
雨	yǔ	rain	N	B1L14-II	
傘	sǎn	umbrella	N	B1L14-II	
颱風	táifēng	typhoon	N	B1L14-II	
要	yào	will, going to	Adv	B1L14-II	
夏天	xiàtiān	summer (season)	N	B1L14-II	
濕	shī	wet	Vs	B1L14-II	
討厭	tǎoyàn	annoying	Vs	B1L14-II	
新聞	xīnwén	news	N	B1L14-II	
更	gèng	even (more, less, etc.)	Adv	B1L14-II	
大家	dàjiā	everyone	N	B1L14-II	
小心	xiǎoxīn	to be careful, to take care	Vs	B1L14-II	
可怕	kěpà	scary	Vs	B1L14-II	
停	tíng	to stop	Vp	B1L14-II	
下雨	xiàyǔ	to rain		B1L14-II	
這次	zhè cì	this time		B1L14-II	
上次	shàng cì	last time		B1L14-II	
慢走	màn zǒu	Bye. Take care		B1L14-II	
醫生	yīshēng	doctor	N	B1L15-I	
一直	yìzhí	continuously, all the way	Adv	B1L15-I	
流	liú	to flow	V	B1L15-I	
鼻水	bíshuǐ	snot, nasal mucus, a running nose	N	B1L15-I	
頭	tóu	head	N	B1L15-I	
痛	tòng	painful	Vs	B1L15-I	
胃口	wèikǒu	appetite	N	B1L15-I	
差	chā	poor, bad	Vs	B1L15-I	
喉嚨	hóulóng	throat	N	B1L15-I	
發炎	fāyán	to be inflamed	Vp-sep	B1L15-I	
生病	shēngbìng	to fall ill	Vp	B1L15-I	
發燒	fāshāo	to have a fever	Vp-sep	B1L15-I	
感冒	gǎnmào	to catch/have a cold	Vp	B1L15-I	
藥	yào	medicine	N	B1L15-I	
藥局	yàojú	pharmacy, drug store	N	B1L15-I	
拿	ná	to get	V	B1L15-I	
把	bǎ	disposal marker	Ptc	B1L15-I	
水	shuǐ	water	N	B1L15-I	
休息	xiūxí	to take a rest	Vi	B1L15-I	
睡覺	shuìjiào	to sleep	V-sep	B1L15-I	
早一點	zǎo yìdiǎn	a bit earlier		B1L15-I	
臉色	liǎnsè	"a person's ""color"" (said of the face when healthy or sick, pleased or angry etc.)"	N	B1L15-II	
難看	nánkàn	not to look good	Vs	B1L15-II	
肚子	dùzi	stomach, abdomen	N	B1L15-II	
吐	tù	to throw up, to vomit	V	B1L15-II	
幾	jǐ	(a) few	N	B1L15-II	
次	cì	measure word for times, occurrences	M	B1L15-II	
陪	péi	to go/stay with somebody, to accompany	V	B1L15-II	
看病	kànbìng	to see a doctor	V-sep	B1L15-II	
健康	jiànkāng	health	N	B1L15-II	
